,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,opinion
1676,7.5,0.3,0.71,0.26236426446749106,-1.8325814637483102,44.0,149.0,0.9948,3.08,0.42,2.186051276738094,0
1677,6.4,0.26,0.4,0.5306282510621704,-1.720369473141382,5.0,60.0,0.9925,3.09,0.54,2.312535423847214,0
1678,6.9,0.32,0.15,2.0918640616783932,-3.079113882493042,51.0,180.0,0.9958,3.13,0.45,2.186051276738094,0
1679,8.9,0.21,0.34,1.9600947840472698,-3.2968373663379125,33.0,150.0,0.9962,3.1,0.45,2.272125885509337,1
1680,9.5,0.42,0.41,0.8329091229351039,-3.3813947543659757,22.0,145.0,0.9951,3.06,0.52,2.3978952727983707,1
1681,7.6,0.29,0.26,1.8718021769015913,-3.170085660698769,32.0,160.0,0.9944,3.14,0.47,2.3702437414678603,0
1682,6.5,0.25,0.2,0.3364722366212129,-3.7297014486341915,29.0,101.0,0.9916,3.24,0.54,2.379546134130174,1
1683,7.2,0.23,0.33,2.5416019934645457,-3.0159349808715104,50.0,183.0,0.9987,3.41,0.4,2.2823823856765264,0
1684,7.9,0.35,0.36,0.47000362924573563,-3.270169119255751,11.0,124.0,0.9928,3.25,0.48,2.3978952727983707,0
1685,8.8,0.2,0.28,0.09531017980432493,-4.017383521085972,18.0,72.0,0.9926,2.97,0.35,2.341805806147327,0
1686,5.7,0.27,0.32,0.1823215567939546,-3.079113882493042,20.0,155.0,0.9934,3.8,0.41,2.322387720290225,1
1687,5.5,0.14,0.27,1.5260563034950492,-3.540459448995663,22.0,104.0,0.9949,3.34,0.44,2.1972245773362196,0
1688,8.7,0.24,0.35,-0.5108256237659907,-3.170085660698769,11.0,71.0,0.9926,3.08,0.38,2.3608540011180215,0
1689,6.7,0.3,0.45,2.3608540011180215,-3.4420193761824103,56.0,212.0,0.997,3.22,0.59,2.2512917986064953,1
1690,5.6,0.13,0.27,1.5686159179138452,-3.575550768806933,22.0,104.0,0.9948,3.34,0.45,2.2192034840549946,1
1691,7.4,0.18,0.34,0.9932517730102834,-3.506557897319982,30.0,107.0,0.992,2.97,0.53,2.3978952727983707,1
1692,5.7,0.385,0.04,2.533696813957432,-3.3813947543659757,22.0,115.0,0.9964,3.28,0.63,2.2925347571405443,1
1693,8.3,0.33,0.43,2.2192034840549946,-3.079113882493042,22.0,126.0,0.9982,3.38,0.47,2.2300144001592104,0
1694,6.8,0.34,0.44,1.8870696490323797,-2.9565115604007097,28.0,156.0,0.9955,3.14,0.41,2.2617630984737906,0
1695,6.8,0.33,0.44,1.9459101490553132,-2.995732273553991,29.0,155.0,0.9955,3.14,0.42,2.2512917986064953,0
1696,6.3,0.28,0.24,2.134166441369082,-3.473768074496991,32.0,172.0,0.9958,3.39,0.57,2.272125885509337,1
1697,11.8,0.23,0.38,2.4069451083182885,-3.3813947543659757,15.0,123.0,0.9997,2.93,0.55,2.272125885509337,0
1698,6.8,0.21,0.27,2.8986705607108596,-3.170085660698769,41.0,146.0,1.0001,3.3,0.36,2.163323025660538,0
1699,8.6,0.485,0.29,1.410986973710262,-3.649658740960655,19.0,101.0,0.9918,3.01,0.38,2.517696472610991,0
1700,7.3,0.29,0.29,1.5260563034950492,-3.540459448995663,27.0,155.0,0.9931,3.07,0.26,2.3608540011180215,1
1701,6.7,0.31,0.31,1.589235205116581,-3.473768074496991,20.0,151.0,0.9926,3.36,0.82,2.4849066497880004,1
1702,7.3,0.29,0.37,2.1162555148025524,-3.123565645063876,45.0,227.0,0.9966,3.12,0.47,2.1972245773362196,0
1703,5.7,0.46,0.46,0.3364722366212129,-3.2188758248682006,31.0,169.0,0.9932,3.13,0.47,2.174751721484161,0
1704,6.8,0.28,0.44,2.4423470353692043,-3.2188758248682006,58.0,223.0,0.9969,3.22,0.56,2.2512917986064953,0
1705,6.7,0.23,0.33,0.5877866649021191,-3.3242363405260273,23.0,96.0,0.9925,3.32,0.4,2.379546134130174,1
1706,6.9,0.17,0.25,0.47000362924573563,-3.0576076772720784,34.0,132.0,0.9914,3.16,0.48,2.4336133554004498,0
1707,7.6,0.18,0.36,0.8754687373538999,-3.0159349808715104,38.0,123.0,0.996,3.6,0.46,2.33214389523559,0
1708,6.6,0.22,0.28,1.589235205116581,-3.170085660698769,51.0,180.0,0.9952,3.3,0.75,2.2512917986064953,1
1709,7.8,0.27,0.28,0.5877866649021191,-2.995732273553991,21.0,127.0,0.9934,3.15,0.44,2.2925347571405443,0
1710,7.7,0.28,0.29,1.4586150226995167,-2.9759296462578115,25.0,142.0,0.9939,3.16,0.39,2.322387720290225,0
1711,7.6,0.29,0.29,1.4816045409242156,-2.9759296462578115,26.0,146.0,0.9939,3.16,0.39,2.322387720290225,0
1712,5.7,0.32,0.18,0.3364722366212129,-3.540459448995663,26.0,104.0,0.9906,3.44,0.37,2.3978952727983707,1
1713,7.1,0.33,0.25,0.47000362924573563,-3.506557897319982,25.0,126.0,0.9901,3.22,0.34,2.4932054526026954,1
1714,7.3,0.34,0.3,0.26236426446749106,-2.864704011147587,25.0,173.0,0.9948,3.26,0.51,2.2082744135228043,1
1715,6.5,0.19,0.26,1.6486586255873816,-3.2188758248682006,31.0,140.0,0.995,3.26,0.68,2.2512917986064953,1
1716,6.6,0.23,0.27,1.7227665977411035,-3.146555163288575,43.0,164.0,0.9953,3.27,0.76,2.2512917986064953,0
1717,6.6,0.27,0.29,1.667706820558076,-3.101092789211817,57.0,189.0,0.9953,3.31,0.79,2.2823823856765264,0
1718,6.8,0.36,0.32,0.47000362924573563,-3.2441936328524905,10.0,124.0,0.9948,3.3,0.67,2.2617630984737906,0
1719,7.0,0.22,0.39,0.7419373447293773,-2.900422093749666,39.0,198.0,0.9951,3.52,0.54,2.322387720290225,1
1720,5.9,0.17,0.3,0.3364722366212129,-3.170085660698769,25.0,119.0,0.9931,3.68,0.72,2.3513752571634776,1
1721,7.4,0.45,0.32,1.9600947840472698,-3.123565645063876,17.0,117.0,0.9962,3.32,0.41,2.341805806147327,0
1722,7.5,0.42,0.14,2.3702437414678603,-3.079113882493042,18.0,95.0,0.9959,3.22,0.33,2.3702437414678603,0
1723,7.5,0.33,0.32,2.4069451083182885,-3.3242363405260273,25.0,119.0,0.9962,3.15,0.34,2.3513752571634776,1
1724,9.4,0.3,0.32,2.3702437414678603,-3.540459448995663,14.0,111.0,0.9958,2.85,0.42,2.3608540011180215,0
1725,7.9,0.17,0.32,0.47000362924573563,-2.9374633654300153,47.0,150.0,0.9948,3.29,0.76,2.2617630984737906,1
1726,8.2,0.17,0.32,0.4054651081081644,-2.995732273553991,17.0,101.0,0.994,3.14,0.58,2.2512917986064953,0
1727,8.3,0.17,0.31,0.4054651081081644,-3.0159349808715104,48.0,153.0,0.9942,3.12,0.58,2.2407096892759584,1
1728,8.7,0.15,0.3,0.47000362924573563,-3.079113882493042,29.0,130.0,0.9942,3.22,0.38,2.2823823856765264,1
1729,7.2,0.25,0.19,2.0794415416798357,-3.123565645063876,51.0,172.0,0.9964,3.16,0.44,2.2192034840549946,0
1730,7.2,0.24,0.19,2.0412203288596382,-3.101092789211817,53.0,176.0,0.9958,3.17,0.38,2.2512917986064953,0
1731,5.3,0.76,0.03,0.9932517730102834,-3.146555163288575,27.0,93.0,0.9932,3.34,0.38,2.2192034840549946,0
1732,6.6,0.22,0.53,2.714694743820879,-2.9565115604007097,22.0,136.0,0.9986,2.94,0.35,2.2407096892759584,0
1733,8.4,0.28,0.4,2.186051276738094,-3.036554268074246,33.0,146.0,0.9988,3.4,0.46,2.2300144001592104,0
1734,6.8,0.32,0.34,1.791759469228055,-2.995732273553991,5.0,129.0,0.9953,3.19,0.4,2.2082744135228043,0
1735,6.7,0.24,0.33,2.509599262378372,-3.079113882493042,31.0,145.0,0.9983,3.36,0.4,2.2512917986064953,0
1736,7.4,0.18,0.36,2.5726122302071057,-2.8824035882469876,72.0,163.0,1.0,3.42,0.35,2.2082744135228043,1
1737,6.0,0.16,0.3,1.9021075263969205,-3.146555163288575,43.0,153.0,0.9951,3.63,0.46,2.3608540011180215,0
1738,6.8,0.28,0.35,0.8329091229351039,-3.170085660698769,16.0,85.0,0.9906,3.19,0.56,2.517696472610991,1
1739,6.2,0.34,0.3,2.4069451083182885,-3.0576076772720784,28.0,237.0,0.9981,3.18,0.49,2.163323025660538,0
1740,6.0,0.27,0.15,0.4054651081081644,-2.8824035882469876,35.0,128.0,0.9936,3.12,0.45,2.174751721484161,0
1741,8.5,0.24,0.47,2.7212954278522306,-2.864704011147587,40.0,234.0,1.0005,3.02,0.66,2.1972245773362196,0
1742,8.1,0.24,0.33,2.322387720290225,-3.036554268074246,46.0,141.0,0.9972,3.16,0.48,2.33214389523559,1
1743,7.7,0.23,0.31,2.3702437414678603,-3.270169119255751,59.0,186.0,0.9969,3.12,0.55,2.2512917986064953,1
1744,6.5,0.22,0.25,2.8390784635086144,-2.995732273553991,44.0,138.0,1.0001,3.3,0.37,2.174751721484161,0
1745,5.7,0.33,0.15,0.6418538861723947,-2.995732273553991,20.0,93.0,0.9934,3.38,0.62,2.2925347571405443,0
1746,6.8,0.2,0.27,0.1823215567939546,-3.3813947543659757,19.0,68.0,0.9902,3.14,0.37,2.4595888418037104,0
1747,7.7,0.26,0.32,0.1823215567939546,-3.2188758248682006,26.0,117.0,0.993,3.21,0.56,2.379546134130174,0
1748,6.4,0.2,0.32,1.1314021114911006,-3.1941832122778293,18.0,126.0,0.9914,3.43,0.42,2.4849066497880004,1
1749,8.0,0.16,0.36,0.4054651081081644,-3.4112477175156566,14.0,122.0,0.9941,3.2,0.39,2.33214389523559,0
1750,6.8,0.25,0.27,2.3702437414678603,-2.577021938695806,47.0,154.0,0.9967,3.05,0.38,2.1972245773362196,0
1751,7.7,0.39,0.28,1.589235205116581,-3.3524072174927233,36.0,109.0,0.9918,3.19,0.58,2.501435951739211,1
1752,6.9,0.26,0.33,2.533696813957432,-2.9759296462578115,59.0,173.0,0.998,3.39,0.38,2.2925347571405443,0
1753,6.0,0.28,0.22,2.4973291697865574,-3.036554268074246,42.0,163.0,0.9957,3.2,0.46,2.312535423847214,0
1754,6.5,0.43,0.28,2.4849066497880004,-2.8824035882469876,23.0,174.0,0.9986,3.31,0.55,2.2300144001592104,0
1756,5.9,0.5,0.05,0.9555114450274363,-2.9187712324178627,36.0,146.0,0.9948,3.43,0.5,2.2192034840549946,1
1757,6.8,0.28,0.39,0.3364722366212129,-3.3242363405260273,15.0,115.0,0.9918,3.27,0.72,2.4595888418037104,0
1758,7.0,0.35,0.24,0.6418538861723947,-3.2188758248682006,21.0,144.0,0.9923,3.35,0.38,2.3978952727983707,0
1759,7.1,0.22,0.32,2.8273136219290276,-2.8824035882469876,49.0,158.0,0.9998,3.37,0.38,2.2617630984737906,1
1760,8.3,0.24,0.27,0.7419373447293773,-3.506557897319982,22.0,162.0,0.9914,2.99,0.68,2.4765384001174837,1
1761,6.8,0.26,0.32,1.9459101490553132,-3.1941832122778293,38.0,118.0,0.9939,3.25,0.52,2.379546134130174,1
1762,7.2,0.16,0.26,1.9600947840472698,-2.9187712324178627,41.0,224.0,0.9966,3.38,0.55,2.312535423847214,0
1763,7.9,0.18,0.36,1.7749523509116738,-2.8473122684357177,31.0,132.0,0.995,3.25,0.52,2.388762789235098,1
1764,5.5,0.24,0.32,2.163323025660538,-2.8134107167600364,19.0,102.0,0.994,3.27,0.31,2.341805806147327,0
1765,7.1,0.33,0.64,2.580216829592325,-2.8824035882469876,12.0,105.0,0.9972,3.05,0.39,2.2192034840549946,0
1766,7.7,0.28,0.35,2.72785282839839,-2.8824035882469876,31.0,117.0,0.9998,3.27,0.5,2.2617630984737906,0
1767,7.5,0.26,0.52,2.580216829592325,-3.0576076772720784,64.0,179.0,0.9982,3.1,0.46,2.1972245773362196,0
1768,6.5,0.14,0.32,0.9932517730102834,-3.2968373663379125,18.0,89.0,0.9924,3.4,0.74,2.4423470353692043,1
1769,8.2,0.21,0.32,2.365559892155434,-2.9374633654300153,53.0,145.0,0.9972,3.17,0.48,2.322387720290225,1
1770,7.2,0.2,0.31,2.302585092994046,-2.9187712324178627,49.0,165.0,0.997,3.4,0.42,2.2925347571405443,1
1771,7.2,0.115,0.3,1.916922612182061,-2.8824035882469876,26.0,105.0,0.9954,3.44,0.4,2.2617630984737906,1
1772,6.4,0.29,0.2,2.747270914255491,-3.2188758248682006,20.0,142.0,0.9962,3.1,0.54,2.3608540011180215,0
1773,6.8,0.24,0.34,1.62924053973028,-3.270169119255751,31.0,99.0,0.9921,3.24,0.46,2.468099531471619,1
1774,7.0,0.24,0.34,1.0986122886681098,-3.3524072174927233,36.0,102.0,0.9905,3.18,0.43,2.501435951739211,1
1775,7.0,0.22,0.33,0.7419373447293773,-2.9565115604007097,15.0,76.0,0.993,3.2,0.41,2.3608540011180215,1
1776,7.5,0.18,0.39,0.6418538861723947,-2.9187712324178627,23.0,91.0,0.9941,3.27,0.45,2.33214389523559,1
1777,9.8,0.93,0.45,2.151762203259462,-2.9565115604007097,34.0,187.0,0.9994,3.12,0.59,2.322387720290225,0
1778,7.8,0.29,0.33,2.169053700369523,-3.3524072174927233,33.0,181.0,0.9962,3.11,0.46,2.3702437414678603,0
1779,7.9,0.28,0.32,1.2809338454620642,-3.270169119255751,9.0,76.0,0.992,3.05,0.31,2.4595888418037104,0
1780,8.5,0.25,0.27,1.547562508716013,-3.473768074496991,31.0,92.0,0.9922,3.01,0.33,2.4849066497880004,1
1781,7.4,0.18,0.27,0.26236426446749106,-3.036554268074246,26.0,105.0,0.994,3.52,0.66,2.3608540011180215,1
1782,6.3,0.24,0.37,0.5877866649021191,-3.473768074496991,6.0,61.0,0.9897,3.3,0.34,2.501435951739211,0
1783,6.0,0.33,0.38,2.272125885509337,-3.2188758248682006,29.0,124.0,0.9954,3.47,0.48,2.3978952727983707,1
1784,6.8,0.37,0.28,1.3862943611198906,-3.506557897319982,29.0,79.0,0.99,3.23,0.46,2.517696472610991,1
1785,9.9,0.49,0.23,0.8754687373538999,-2.4418471603275536,19.0,115.0,0.9948,2.77,0.44,2.2407096892759584,1
1786,8.4,0.22,0.28,2.9338568698359038,-3.575550768806933,55.0,130.0,0.998,2.96,0.35,2.451005098112319,0
1787,7.0,0.35,0.31,0.5877866649021191,-2.6736487743848776,15.0,162.0,0.9944,3.18,0.47,2.2407096892759584,0
1788,7.4,0.19,0.3,2.5494451709255714,-2.9374633654300153,48.5,229.0,0.9986,3.14,0.49,2.2082744135228043,1
1789,6.9,0.32,0.13,2.0541237336955462,-3.170085660698769,11.0,117.0,0.996,3.23,0.37,2.2192034840549946,0
1790,7.6,0.32,0.58,2.8183982582710754,-2.995732273553991,43.0,163.0,0.9999,3.15,0.54,2.2192034840549946,0
1791,7.4,0.19,0.3,2.5494451709255714,-2.9374633654300153,48.5,212.0,0.9986,3.14,0.49,2.2082744135228043,1
1792,6.0,0.34,0.24,1.6863989535702288,-2.8134107167600364,23.0,126.0,0.9951,3.25,0.44,2.1972245773362196,1
1793,7.7,0.24,0.31,0.26236426446749106,-3.0576076772720784,33.0,106.0,0.993,3.22,0.55,2.379546134130174,1
1794,8.0,0.36,0.43,2.312535423847214,-2.9374633654300153,29.0,146.0,0.9982,3.4,0.46,2.2512917986064953,1
1795,7.4,0.29,0.25,1.33500106673234,-3.123565645063876,30.0,114.0,0.992,3.11,0.4,2.3978952727983707,1
1796,6.6,0.32,0.27,2.388762789235098,-3.1941832122778293,37.0,146.0,0.9963,3.24,0.47,2.302585092994046,0
1797,6.3,0.3,0.24,1.8870696490323797,-3.2188758248682006,38.0,141.0,0.995,3.22,0.47,2.2512917986064953,0
1798,6.4,0.33,0.24,2.2823823856765264,-3.1941832122778293,29.0,109.0,0.9956,3.29,0.47,2.312535423847214,1
1799,7.5,0.18,0.31,2.4595888418037104,-2.9759296462578115,24.0,94.0,0.997,3.19,0.44,2.2512917986064953,1
1800,6.5,0.39,0.81,0.1823215567939546,-1.5278579254416775,14.0,74.0,0.9936,3.08,0.53,2.2512917986064953,0
1801,6.8,0.25,0.18,0.3364722366212129,-2.8824035882469876,13.0,137.0,0.9935,3.11,0.42,2.2512917986064953,0
1802,6.4,0.18,0.32,2.2617630984737906,-2.9565115604007097,24.0,90.0,0.9963,3.35,0.49,2.2407096892759584,1
1803,7.1,0.18,0.32,2.501435951739211,-3.036554268074246,36.0,125.0,0.9967,2.92,0.54,2.2407096892759584,1
1804,7.6,0.27,0.42,0.9555114450274363,-3.123565645063876,29.0,110.0,0.9912,3.31,0.51,2.5416019934645457,1
1805,9.2,0.23,0.35,2.3702437414678603,-3.2968373663379125,34.0,145.0,0.9981,3.09,0.32,2.272125885509337,0
1806,7.9,0.28,0.41,1.589235205116581,-2.8473122684357177,31.0,153.0,0.9966,3.27,0.51,2.272125885509337,1
1807,7.0,0.22,0.26,0.09531017980432493,-3.2968373663379125,20.0,71.0,0.9902,3.1,0.38,2.4595888418037104,1
1808,7.3,0.18,0.29,0.0,-3.3242363405260273,26.0,101.0,0.99,3.09,0.37,2.4595888418037104,1
1809,7.1,0.26,0.19,2.1041341542702074,-2.9759296462578115,53.0,187.0,0.996,3.16,0.52,2.272125885509337,0
1810,6.6,0.25,0.42,2.424802725718295,-3.0159349808715104,77.0,231.0,0.9966,3.24,0.52,2.2512917986064953,1
1811,6.4,0.24,0.23,1.9878743481543455,-2.6736487743848776,31.0,157.0,0.9962,3.25,0.53,2.2082744135228043,0
1812,6.0,0.28,0.27,0.8329091229351039,-2.9759296462578115,23.0,147.0,0.994,3.23,0.67,2.33214389523559,1
1813,7.8,0.24,0.38,0.7419373447293773,-2.8473122684357177,14.0,167.0,0.994,3.21,0.55,2.2925347571405443,0
1814,7.6,0.27,0.33,0.6931471805599453,-2.8302178350764176,19.0,175.0,0.9944,3.22,0.56,2.2925347571405443,0
1815,7.7,0.39,0.34,2.302585092994046,-2.8824035882469876,35.0,178.0,0.9974,3.26,0.6,2.322387720290225,0
1816,8.9,0.24,0.33,2.7568403652716422,-3.3524072174927233,16.0,132.0,0.996,3.0,0.37,2.4932054526026954,1
1817,6.6,0.23,0.24,1.3609765531356006,-3.101092789211817,36.0,138.0,0.9922,3.15,0.64,2.424802725718295,1
1818,7.1,0.26,0.3,0.6931471805599453,-3.473768074496991,13.0,128.0,0.9917,3.19,0.49,2.4336133554004498,0
1819,7.0,0.32,0.35,0.4054651081081644,-3.2441936328524905,24.0,125.0,0.9918,3.17,0.64,2.501435951739211,1
1820,7.4,0.24,0.26,0.47000362924573563,-2.8473122684357177,53.0,150.0,0.9936,3.18,0.5,2.2925347571405443,1
1821,6.9,0.21,0.33,0.3364722366212129,-2.8824035882469876,35.0,136.0,0.9938,3.63,0.78,2.33214389523559,1
1822,7.4,0.17,0.29,0.3364722366212129,-3.0576076772720784,23.0,107.0,0.9939,3.52,0.65,2.341805806147327,1
1823,8.5,0.28,0.34,2.624668592163159,-3.1941832122778293,32.0,161.0,0.9981,3.13,0.4,2.2925347571405443,1
1824,7.8,0.3,0.37,0.26236426446749106,-2.9759296462578115,16.0,96.0,0.9941,3.32,0.62,2.302585092994046,0
1825,8.1,0.25,0.38,1.33500106673234,-2.9759296462578115,18.0,129.0,0.9928,3.21,0.38,2.4423470353692043,1
1826,7.7,0.28,0.29,1.9315214116032138,-3.1941832122778293,29.0,163.0,0.9952,3.44,0.6,2.3513752571634776,1
1827,6.5,0.24,0.36,0.7884573603642703,-3.611918412977808,36.0,134.0,0.9898,3.28,0.36,2.5257286443082556,1
1828,7.0,0.22,0.32,0.47000362924573563,-3.101092789211817,40.0,120.0,0.9914,2.98,0.44,2.3513752571634776,1
1829,8.0,0.45,0.28,2.379546134130174,-2.9759296462578115,25.0,157.0,0.9957,3.06,0.47,2.4336133554004498,1
1830,6.9,0.23,0.33,2.5494451709255714,-2.8824035882469876,44.0,169.0,0.998,3.42,0.42,2.2823823856765264,1
1831,7.6,0.23,0.26,2.72785282839839,-2.703062659591171,32.0,166.0,0.9986,3.03,0.44,2.2192034840549946,0
1832,7.7,0.28,0.58,2.4932054526026954,-3.079113882493042,60.0,177.0,0.9983,3.08,0.46,2.186051276738094,0
1833,7.7,0.27,0.61,2.4849066497880004,-3.079113882493042,64.0,179.0,0.9982,3.07,0.46,2.186051276738094,0
1834,7.1,0.2,0.36,2.451005098112319,-3.170085660698769,45.0,124.0,0.997,2.92,0.59,2.2512917986064953,1
1835,6.9,0.25,0.35,2.2192034840549946,-3.3813947543659757,42.0,150.0,0.9947,3.21,0.36,2.4423470353692043,1
1836,8.4,0.2,0.31,1.0296194171811581,-2.9187712324178627,16.0,89.0,0.99416,2.96,0.45,2.2512917986064953,1
1837,6.5,0.39,0.35,0.47000362924573563,-3.0159349808715104,10.0,164.0,0.99516,3.35,0.51,2.272125885509337,0
1838,7.2,0.23,0.38,1.8082887711792655,-2.703062659591171,20.0,90.0,0.99496,3.17,0.79,2.272125885509337,0
1839,6.9,0.44,0.42,2.1400661634962708,-3.036554268074246,10.0,147.0,0.9974,3.32,0.46,2.2512917986064953,1
1840,7.1,0.28,0.19,2.0541237336955462,-3.2188758248682006,48.0,184.0,0.99579,3.16,0.5,2.2407096892759584,0
1841,6.4,0.34,0.2,2.7013612129514133,-2.8134107167600364,37.0,162.0,0.9983,3.13,0.45,2.1972245773362196,0
1842,6.1,0.15,0.29,1.824549292051046,-3.079113882493042,39.0,151.0,0.99471,3.6,0.44,2.3608540011180215,1
1843,7.2,0.29,0.18,2.1041341542702074,-3.170085660698769,41.0,180.0,0.99644,3.16,0.49,2.2082744135228043,0
1844,6.1,0.23,0.45,2.3608540011180215,-2.364460496712133,49.0,169.0,0.99699,3.05,0.54,2.174751721484161,0
1845,6.7,0.23,0.42,2.4159137783010487,-3.0576076772720784,52.0,171.0,0.99758,3.54,0.74,2.341805806147327,0
1846,7.0,0.36,0.14,2.451005098112319,-3.146555163288575,35.0,228.0,0.9977,3.13,0.51,2.186051276738094,0
1847,7.5,0.31,0.24,1.9600947840472698,-3.473768074496991,28.0,141.0,0.99397,3.16,0.38,2.3608540011180215,1
1848,7.4,0.2,0.29,0.5306282510621704,-3.0576076772720784,16.0,100.0,0.99243,3.28,0.45,2.3608540011180215,1
1849,6.3,0.27,0.18,2.0412203288596382,-3.036554268074246,45.0,186.0,0.9962,3.23,0.47,2.1972245773362196,0
1850,9.2,0.34,0.54,2.8507065015037334,-2.8134107167600364,46.0,235.0,1.00182,3.08,0.61,2.174751721484161,1
1851,7.4,0.18,0.29,0.3364722366212129,-3.170085660698769,34.0,101.0,0.99384,3.54,0.6,2.3513752571634776,1
1852,7.2,0.29,0.2,2.0412203288596382,-3.079113882493042,51.0,174.0,0.99582,3.16,0.52,2.2512917986064953,0
1853,6.2,0.26,0.19,1.2237754316221157,-3.0159349808715104,47.0,172.0,0.9924,3.14,0.43,2.341805806147327,1
1854,7.3,0.21,0.21,0.47000362924573563,-3.079113882493042,35.0,133.0,0.99466,3.38,0.46,2.302585092994046,1
1855,7.1,0.14,0.35,0.3364722366212129,-3.2441936328524905,24.0,128.0,0.99212,2.97,0.68,2.341805806147327,0
1856,7.2,0.39,0.54,0.3364722366212129,-1.851509473633829,34.0,132.0,0.99449,3.11,0.53,2.1972245773362196,1
1857,7.6,0.48,0.28,2.341805806147327,-3.0159349808715104,57.0,205.0,0.99748,3.24,0.45,2.2300144001592104,0
1858,6.5,0.36,0.31,1.410986973710262,-2.796881414808826,20.0,134.0,0.99475,3.18,0.45,2.1972245773362196,1
1859,8.5,0.25,0.31,1.0296194171811581,-3.4420193761824103,11.0,61.0,0.99189,3.06,0.44,2.4423470353692043,1
1860,6.9,0.3,0.21,2.7536607123542622,-2.8824035882469876,49.0,159.0,0.99827,3.11,0.48,2.1972245773362196,0
1861,6.6,0.19,0.43,2.388762789235098,-3.101092789211817,53.0,154.0,0.99752,3.52,0.77,2.341805806147327,1
1862,9.4,0.42,0.32,1.8718021769015913,-3.611918412977808,20.0,167.0,0.99479,3.08,0.43,2.3608540011180215,0
1863,6.3,0.2,0.3,1.7749523509116738,-3.3813947543659757,35.0,152.0,0.99642,3.47,0.4,2.1400661634962708,1
1864,8.5,0.19,0.56,2.8507065015037334,-2.900422093749666,47.0,169.0,1.00047,3.07,0.67,2.2300144001592104,1
1865,7.3,0.19,0.25,0.3364722366212129,-2.9759296462578115,41.0,107.0,0.99382,3.53,0.66,2.3513752571634776,1
1866,6.7,0.25,0.26,2.6026896854443837,-2.8134107167600364,50.0,156.0,0.99784,3.39,0.46,2.2925347571405443,1
1867,6.2,0.25,0.28,2.1400661634962708,-3.3524072174927233,28.0,108.0,0.99486,3.4,0.42,2.341805806147327,1
1868,6.1,0.46,0.32,1.824549292051046,-2.9374633654300153,10.0,94.0,0.99537,3.35,0.47,2.312535423847214,0
1869,7.5,0.29,0.26,2.7047112998366956,-2.703062659591171,47.0,178.0,0.99838,3.04,0.49,2.2192034840549946,0
1870,6.7,0.31,0.18,2.0412203288596382,-3.146555163288575,57.0,200.0,0.99566,3.17,0.44,2.2407096892759584,1
1871,7.4,0.14,0.3,0.26236426446749106,-3.4112477175156566,25.0,91.0,0.99268,3.53,0.39,2.3608540011180215,1
1872,7.1,0.4,0.52,0.26236426446749106,-1.9105430052180221,45.0,149.0,0.99468,3.08,0.56,2.163323025660538,0
1873,6.4,0.16,0.25,0.26236426446749106,-3.0576076772720784,20.0,77.0,0.9933,3.61,0.54,2.322387720290225,1
1874,6.3,0.16,0.22,0.26236426446749106,-3.079113882493042,18.0,66.0,0.99307,3.61,0.55,2.33214389523559,1
1875,7.4,0.33,0.26,2.747270914255491,-3.0159349808715104,67.0,210.0,0.99907,3.06,0.68,2.2512917986064953,0
1876,6.6,0.41,0.24,1.589235205116581,-1.8451602459551701,47.0,144.0,0.99471,3.17,0.49,2.2407096892759584,0
1877,6.7,0.43,0.23,1.6094379124341003,-1.851509473633829,49.0,145.0,0.99471,3.17,0.49,2.2407096892759584,0
1878,7.3,0.4,0.28,1.8718021769015913,-3.2968373663379125,26.0,97.0,0.99148,3.16,0.58,2.533696813957432,1
1879,7.4,0.18,0.24,0.3364722366212129,-3.0576076772720784,21.0,106.0,0.99383,3.52,0.64,2.3513752571634776,1
1880,8.6,0.17,0.28,0.9932517730102834,-3.0576076772720784,38.0,150.0,0.99365,3.1,0.56,2.379546134130174,1
1881,6.5,0.32,0.23,0.1823215567939546,-2.9187712324178627,39.0,208.0,0.99272,3.18,0.46,2.2925347571405443,1
1882,7.0,0.32,0.31,1.8562979903656263,-3.473768074496991,38.0,115.0,0.99235,3.38,0.58,2.501435951739211,1
1883,7.5,0.42,0.19,1.9315214116032138,-3.1941832122778293,62.0,150.0,0.99508,3.23,0.37,2.302585092994046,1
1884,6.9,0.28,0.31,1.9740810260220096,-3.2188758248682006,47.0,168.0,0.9946,3.29,0.57,2.3608540011180215,1
1885,6.5,0.29,0.42,2.3608540011180215,-3.170085660698769,66.0,202.0,0.99674,3.24,0.53,2.2512917986064953,1
1886,6.3,0.41,0.18,1.252762968495368,-3.611918412977808,23.0,109.0,0.99018,3.34,0.54,2.5494451709255714,1
1887,7.3,0.3,0.33,0.8329091229351039,-3.146555163288575,28.0,125.0,0.99084,3.34,0.44,2.533696813957432,1
1888,6.6,0.22,0.28,2.489064659936664,-2.8473122684357177,25.0,125.0,0.99856,3.45,0.45,2.2407096892759584,0
1889,6.0,0.26,0.18,1.9459101490553132,-2.900422093749666,50.0,194.0,0.99591,3.21,0.43,2.1972245773362196,0
1890,6.9,0.44,0.18,2.468099531471619,-2.9759296462578115,26.0,126.0,0.9975,3.23,0.48,2.2082744135228043,0
